Data,Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh)
2022-01-01,18,0.473,0.0,0.0,None
2022-01-01,19,0.46,0.0,0.0,None
2022-01-01,20,0.584,0.0,0.0,None
2022-01-01,21,0.939,0.0,0.0,None
2022-01-01,22,0.0,0.592,0.0,None
2022-01-01,23,0.0,0.55,0.0,None
2022-01-02,0,0.0,0.648,0.0,None
2022-01-02,1,0.0,0.473,0.0,None
2022-01-02,2,0.0,0.38,0.0,None
2022-01-02,3,0.0,0.355,0.0,None
2022-01-02,4,0.0,0.356,0.0,None
2022-01-02,5,0.0,0.344,0.0,None
2022-01-02,6,0.0,0.323,0.0,None
2022-01-02,7,0.0,0.525,0.0,None
2022-01-02,8,2.46,0.0,0.025,None
2022-01-02,9,0.455,0.0,0.07,None
2022-01-02,10,0.294,0.0,0.217,Medium
2022-01-02,11,0.823,0.0,0.81,None
2022-01-02,12,0.65,0.0,0.7,None
2022-01-02,13,1.191,0.0,0.224,None
2022-01-02,14,0.083,0.0,0.377,Medium
2022-01-02,15,0.411,0.0,0.264,Low
2022-01-02,16,0.35,0.0,0.057,None
2022-01-02,17,0.319,0.0,0.0,None
2022-01-02,18,0.655,0.0,0.0,None
2022-01-02,19,0.638,0.0,0.0,None
2022-01-02,20,0.683,0.0,0.0,None
2022-01-02,21,0.689,0.0,0.0,None
2022-01-02,22,0.0,0.526,0.0,None
2022-01-02,23,0.0,1.122,0.0,None
2022-01-03,0,0.0,1.122,0.0,None
2022-01-03,1,0.0,0.42,0.0,None
2022-01-03,2,0.0,0.26,0.0,None
2022-01-03,3,0.0,0.246,0.0,None
2022-01-03,4,0.0,0.244,0.0,None
2022-01-03,5,0.0,0.269,0.0,None
2022-01-03,6,0.0,0.255,0.0,None
2022-01-03,7,0.0,0.568,0.0,None
2022-01-03,8,1.095,0.0,0.044,None
2022-01-03,9,0.101,0.0,0.196,Low
2022-01-03,10,0.0,0.0,0.24,Medium
2022-01-03,11,0.749,0.0,0.339,Low
2022-01-03,12,0.164,0.0,0.276,Medium
2022-01-03,13,0.285,0.0,0.139,Low
2022-01-03,14,0.334,0.0,0.074,None
2022-01-03,15,0.333,0.0,0.051,None
2022-01-03,16,0.375,0.0,0.008,None
2022-01-03,17,0.478,0.0,0.0,None
2022-01-03,18,0.583,0.0,0.0,None
2022-01-03,19,0.678,0.0,0.0,None
2022-01-03,20,0.686,0.0,0.0,None
2022-01-03,21,0.504,0.0,0.0,None
2022-01-03,22,0.0,0.584,0.0,None
2022-01-03,23,0.0,1.113,0.0,None
2022-01-04,0,0.0,0.573,0.0,None
2022-01-04,1,0.0,0.442,0.0,None
2022-01-04,2,0.0,0.397,0.0,None
2022-01-04,3,0.0,0.321,0.0,None
2022-01-04,4,0.0,0.326,0.0,None
2022-01-04,5,0.0,0.322,0.0,None
2022-01-04,6,0.0,0.324,0.0,None
2022-01-04,7,0.0,0.323,0.0,None
2022-01-04,8,0.784,0.0,0.001,None
2022-01-04,9,0.653,0.0,0.011,None
2022-01-04,10,0.275,0.0,0.095,None
2022-01-04,11,0.067,0.0,0.295,Medium
2022-01-04,12,0.242,0.0,0.25,None
2022-01-04,13,0.026,0.0,0.295,Medium
2022-01-04,14,0.202,0.0,0.139,Medium
2022-01-04,15,0.068,0.0,0.342,None
2022-01-04,16,0.264,0.0,0.017,None
2022-01-04,17,0.335,0.0,0.005,None
2022-01-04,18,0.347,0.0,0.0,None
2022-01-04,19,0.356,0.0,0.0,None
2022-01-04,20,0.6,0.0,0.0,None
2022-01-04,21,0.576,0.0,0.0,None
2022-01-04,22,0.0,0.478,0.0,None
2022-01-04,23,0.0,0.433,0.0,None
2022-01-05,0,0.0,0.464,0.0,None
2022-01-05,1,0.0,0.319,0.0,None
2022-01-05,2,0.0,0.321,0.0,None
2022-01-05,3,0.0,0.277,0.0,None
2022-01-05,4,0.0,0.273,0.0,None
2022-01-05,5,0.0,0.266,0.0,None
2022-01-05,6,0.0,0.262,0.0,None
2022-01-05,7,0.0,0.27,0.0,None
2022-01-05,8,0.691,0.0,0.004,None
2022-01-05,9,0.625,0.0,0.073,None
2022-01-05,10,0.825,0.0,0.112,None
2022-01-05,11,0.258,0.0,0.085,None
2022-01-05,12,0.153,0.0,0.124,None
2022-01-05,13,0.142,0.0,0.157,None
2022-01-05,14,0.217,0.0,0.157,Medium
2022-01-05,15,0.076,0.0,0.2,Low
2022-01-05,16,0.204,0.0,0.074,None
2022-01-05,17,0.316,0.0,0.0,None
2022-01-05,18,0.45,0.0,0.0,None
2022-01-05,19,0.497,0.0,0.0,None
2022-01-05,20,0.562,0.0,0.0,None
2022-01-05,21,0.363,0.0,0.0,None
2022-01-05,22,0.0,0.509,0.0,None
2022-01-05,23,0.0,0.5,0.0,None
2022-01-06,0,0.0,0.409,0.0,None
2022-01-06,1,0.0,0.47,0.0,None
2022-01-06,2,0.0,0.451,0.0,None
2022-01-06,3,0.0,0.392,0.0,None
2022-01-06,4,0.0,0.578,0.0,None
2022-01-06,5,0.0,0.402,0.0,None
2022-01-06,6,0.0,0.388,0.0,None
2022-01-06,7,0.0,0.339,0.0,None
2022-01-06,8,0.979,0.0,0.029,None
2022-01-06,9,0.271,0.0,0.078,None
2022-01-06,10,0.2,0.0,0.129,None
2022-01-06,11,0.173,0.0,0.182,None
2022-01-06,12,0.022,0.0,0.27,Low
2022-01-06,13,0.135,0.0,0.163,Low
2022-01-06,14,0.657,0.0,0.131,None
2022-01-06,15,0.965,0.0,0.109,None
2022-01-06,16,0.341,0.0,0.032,None
2022-01-06,17,0.326,0.0,0.001,None
2022-01-06,18,0.467,0.0,0.0,None
2022-01-06,19,1.353,0.0,0.0,None
2022-01-06,20,0.921,0.0,0.0,None
2022-01-06,21,0.574,0.0,0.0,None
2022-01-06,22,0.0,0.537,0.0,None
2022-01-06,23,0.0,0.508,0.0,None
2022-01-07,0,0.0,0.471,0.0,None
2022-01-07,1,0.0,0.324,0.0,None
2022-01-07,2,0.0,0.36,0.0,None
2022-01-07,3,0.0,0.34,0.0,None
2022-01-07,4,0.0,0.33,0.0,None
2022-01-07,5,0.0,0.283,0.0,None
2022-01-07,6,0.0,0.272,0.0,None
2022-01-07,7,0.0,0.271,0.0,None
2022-01-07,8,0.81,0.0,0.101,None
2022-01-07,9,0.0,0.0,0.333,Medium
2022-01-07,10,0.107,0.0,0.527,Medium
2022-01-07,11,0.402,0.0,0.778,Medium
2022-01-07,12,0.228,0.0,0.437,High
2022-01-07,13,0.0,0.0,0.251,High
2022-01-07,14,0.0,0.0,0.278,High
2022-01-07,15,0.0,0.0,0.332,Medium
2022-01-07,16,0.25,0.0,0.074,None
2022-01-07,17,0.342,0.0,0.002,None
2022-01-07,18,0.325,0.0,0.0,None
2022-01-07,19,0.628,0.0,0.0,None
2022-01-07,20,0.817,0.0,0.0,None
2022-01-07,21,0.508,0.0,0.0,None
2022-01-07,22,0.0,0.374,0.0,None
2022-01-07,23,0.0,0.379,0.0,None
2022-01-08,0,0.0,0.31,0.0,None
2022-01-08,1,0.0,0.325,0.0,None
2022-01-08,2,0.0,1.767,0.0,None
2022-01-08,3,0.0,0.538,0.0,None
2022-01-08,4,0.0,0.25,0.0,None
2022-01-08,5,0.0,0.245,0.0,None
2022-01-08,6,0.0,0.242,0.0,None
2022-01-08,7,0.0,0.231,0.0,None
2022-01-08,8,1.036,0.0,0.072,None
2022-01-08,9,0.036,0.0,0.196,Low
2022-01-08,10,0.045,0.0,0.256,Medium
2022-01-08,11,0.505,0.0,0.308,Medium
2022-01-08,12,0.787,0.0,0.268,None
2022-01-08,13,0.032,0.0,0.304,Medium
2022-01-08,14,0.156,0.0,0.233,None
2022-01-08,15,0.366,0.0,0.167,None
2022-01-08,16,0.648,0.0,0.026,None
2022-01-08,17,0.444,0.0,0.0,None
2022-01-08,18,0.477,0.0,0.0,None
2022-01-08,19,0.425,0.0,0.0,None
2022-01-08,20,0.371,0.0,0.0,None
2022-01-08,21,0.346,0.0,0.0,None
2022-01-08,22,0.0,0.451,0.0,None
2022-01-08,23,0.0,0.479,0.0,None
2022-01-09,0,0.0,0.472,0.0,None
2022-01-09,1,0.0,0.517,0.0,None
2022-01-09,2,0.0,0.413,0.0,None
2022-01-09,3,0.0,0.244,0.0,None
2022-01-09,4,0.0,0.303,0.0,None
2022-01-09,5,0.0,0.302,0.0,None
2022-01-09,6,0.0,0.236,0.0,None
2022-01-09,7,0.0,1.656,0.0,None
2022-01-09,8,0.228,0.0,0.005,None
2022-01-09,9,0.576,0.0,0.04,None
2022-01-09,10,1.39,0.0,0.102,None
2022-01-09,11,0.774,0.0,0.132,None
2022-01-09,12,1.416,0.0,0.127,None
2022-01-09,13,1.715,0.0,0.122,None
2022-01-09,14,1.174,0.0,0.131,None
2022-01-09,15,0.329,0.0,0.092,None
2022-01-09,16,0.612,0.0,0.018,None
2022-01-09,17,0.667,0.0,0.0,None
2022-01-09,18,0.828,0.0,0.0,None
2022-01-09,19,1.574,0.0,0.0,None
2022-01-09,20,1.08,0.0,0.0,None
2022-01-09,21,1.427,0.0,0.0,None
2022-01-09,22,0.0,0.841,0.0,None
2022-01-09,23,0.0,0.952,0.0,None
2022-01-10,0,0.0,1.503,0.0,None
2022-01-10,1,0.0,0.645,0.0,None
2022-01-10,2,0.0,0.585,0.0,None
2022-01-10,3,0.0,0.473,0.0,None
2022-01-10,4,0.0,0.495,0.0,None
2022-01-10,5,0.0,0.477,0.0,None
2022-01-10,6,0.0,0.474,0.0,None
2022-01-10,7,0.0,1.821,0.0,None
2022-01-10,8,0.607,0.0,0.015,None
2022-01-10,9,0.329,0.0,0.103,None
2022-01-10,10,0.296,0.0,0.133,None
2022-01-10,11,0.311,0.0,0.129,None
2022-01-10,12,0.244,0.0,0.204,None
2022-01-10,13,0.223,0.0,0.228,None
2022-01-10,14,0.272,0.0,0.176,None
2022-01-10,15,0.346,0.0,0.104,None
2022-01-10,16,0.477,0.0,0.025,None
2022-01-10,17,0.526,0.0,0.001,None
2022-01-10,18,0.484,0.0,0.0,None
2022-01-10,19,1.027,0.0,0.0,None
2022-01-10,20,0.758,0.0,0.0,None
2022-01-10,21,0.4,0.0,0.0,None
2022-01-10,22,0.0,0.421,0.0,None
2022-01-10,23,0.0,0.6,0.0,None
2022-01-11,0,0.0,1.312,0.0,None
2022-01-11,1,0.0,0.238,0.0,None
2022-01-11,2,0.0,0.24,0.0,None
2022-01-11,3,0.0,0.228,0.0,None
2022-01-11,4,0.0,0.242,0.0,None
2022-01-11,5,0.0,0.24,0.0,None
2022-01-11,6,0.0,0.237,0.0,None
2022-01-11,7,0.0,1.244,0.0,None
2022-01-11,8,0.25,0.0,0.091,None
2022-01-11,9,0.108,0.0,0.346,Medium
2022-01-11,10,0.0,0.0,0.255,High
2022-01-11,11,0.0,0.0,0.257,High
2022-01-11,12,0.0,0.0,0.272,High
2022-01-11,13,0.0,0.0,0.269,High
2022-01-11,14,0.0,0.0,0.262,High
2022-01-11,15,0.0,0.0,0.256,Medium
2022-01-11,16,0.173,0.0,0.074,None
2022-01-11,17,0.189,0.0,0.0,None
2022-01-11,18,0.555,0.0,0.0,None
2022-01-11,19,1.177,0.0,0.0,None
2022-01-11,20,0.771,0.0,0.0,None
2022-01-11,21,0.65,0.0,0.0,None
2022-01-11,22,0.0,0.608,0.0,None
2022-01-11,23,0.0,0.415,0.0,None
2022-01-12,0,0.0,0.382,0.0,None
2022-01-12,1,0.0,0.375,0.0,None
2022-01-12,2,0.0,0.286,0.0,None
2022-01-12,3,0.0,0.236,0.0,None
2022-01-12,4,0.0,0.232,0.0,None
2022-01-12,5,0.0,0.23,0.0,None
2022-01-12,6,0.0,0.216,0.0,None
2022-01-12,7,0.0,1.415,0.0,None
2022-01-12,8,0.258,0.0,0.086,Low
2022-01-12,9,0.188,0.0,0.374,Medium
2022-01-12,10,0.0,0.0,0.306,High
2022-01-12,11,0.0,0.0,0.309,High
2022-01-12,12,0.0,0.0,0.308,Very High
2022-01-12,13,0.0,0.0,0.297,High
2022-01-12,14,0.0,0.0,0.293,High
2022-01-12,15,0.0,0.0,0.332,Medium
2022-01-12,16,0.292,0.0,0.084,None
2022-01-12,17,0.453,0.0,0.0,None
2022-01-12,18,0.533,0.0,0.0,None
2022-01-12,19,0.448,0.0,0.0,None
2022-01-12,20,0.312,0.0,0.0,None
2022-01-12,21,0.493,0.0,0.0,None
2022-01-12,22,0.0,0.634,0.0,None
2022-01-12,23,0.0,0.533,0.0,None
2022-01-13,0,0.0,0.571,0.0,None
2022-01-13,1,0.0,0.522,0.0,None
2022-01-13,2,0.0,0.456,0.0,None
2022-01-13,3,0.0,0.379,0.0,None
2022-01-13,4,0.0,0.374,0.0,None
2022-01-13,5,0.0,0.38,0.0,None
2022-01-13,6,0.0,0.37,0.0,None
2022-01-13,7,0.0,1.221,0.0,None
2022-01-13,8,0.233,0.0,0.09,Low
2022-01-13,9,0.0,0.0,0.256,High
2022-01-13,10,0.0,0.0,0.255,High
2022-01-13,11,0.0,0.0,0.29,High
2022-01-13,12,0.0,0.0,0.277,Very High
2022-01-13,13,0.0,0.0,0.527,High
2022-01-13,14,0.0,0.0,0.552,Medium
2022-01-13,15,0.002,0.0,0.299,Medium
2022-01-13,16,0.294,0.0,0.084,None
2022-01-13,17,0.648,0.0,0.001,None
2022-01-13,18,0.532,0.0,0.0,None
2022-01-13,19,0.619,0.0,0.0,None
2022-01-13,20,0.617,0.0,0.0,None
2022-01-13,21,0.413,0.0,0.0,None
2022-01-13,22,0.0,0.494,0.0,None
2022-01-13,23,0.0,0.602,0.0,None
2022-01-14,0,0.0,0.39,0.0,None
2022-01-14,1,0.0,0.24,0.0,None
2022-01-14,2,0.0,0.299,0.0,None
2022-01-14,3,0.0,0.319,0.0,None
2022-01-14,4,0.0,0.242,0.0,None
2022-01-14,5,0.0,0.229,0.0,None
2022-01-14,6,0.0,0.22,0.0,None
2022-01-14,7,0.0,1.333,0.0,None
2022-01-14,8,0.302,0.0,0.085,Low
2022-01-14,9,0.0,0.0,0.236,High
2022-01-14,10,0.0,0.0,0.242,High
2022-01-14,11,0.0,0.0,0.247,Very High
2022-01-14,12,0.0,0.0,0.312,High
2022-01-14,13,0.0,0.0,0.237,Very High
2022-01-14,14,0.0,0.0,0.255,High
2022-01-14,15,0.0,0.0,0.304,Medium
2022-01-14,16,0.191,0.0,0.094,None
2022-01-14,17,0.232,0.0,0.002,None
2022-01-14,18,0.492,0.0,0.0,None
2022-01-14,19,1.476,0.0,0.0,None
2022-01-14,20,0.925,0.0,0.0,None
2022-01-14,21,0.589,0.0,0.0,None
2022-01-14,22,0.0,0.557,0.0,None
2022-01-14,23,0.0,0.526,0.0,None
2022-01-15,0,0.0,0.502,0.0,None
2022-01-15,1,0.0,0.437,0.0,None
2022-01-15,2,0.0,0.378,0.0,None
2022-01-15,3,0.0,0.227,0.0,None
2022-01-15,4,0.0,0.234,0.0,None
2022-01-15,5,0.0,0.223,0.0,None
2022-01-15,6,0.0,0.235,0.0,None
2022-01-15,7,0.0,0.232,0.0,None
2022-01-15,8,0.741,0.0,0.054,None
2022-01-15,9,0.282,0.0,0.14,Low
2022-01-15,10,0.807,0.0,0.213,None
2022-01-15,11,0.867,0.0,0.468,Medium
2022-01-15,12,0.991,0.0,0.365,None
2022-01-15,13,0.072,0.0,0.345,Medium
2022-01-15,14,0.019,0.0,0.259,Medium
2022-01-15,15,0.0,0.0,0.289,Medium
2022-01-15,16,0.141,0.0,0.088,Low
2022-01-15,17,0.219,0.0,0.001,None
2022-01-15,18,0.639,0.0,0.0,None
2022-01-15,19,0.889,0.0,0.0,None
2022-01-15,20,0.373,0.0,0.0,None
2022-01-15,21,0.38,0.0,0.0,None
2022-01-15,22,0.0,0.971,0.0,None
2022-01-15,23,0.0,0.788,0.0,None
2022-01-16,0,0.0,1.557,0.0,None
2022-01-16,1,0.0,0.695,0.0,None
2022-01-16,2,0.0,0.239,0.0,None
2022-01-16,3,0.0,0.35,0.0,None
2022-01-16,4,0.0,0.249,0.0,None
2022-01-16,5,0.0,0.242,0.0,None
2022-01-16,6,0.0,0.242,0.0,None
2022-01-16,7,0.0,1.191,0.0,None
2022-01-16,8,0.419,0.0,0.032,None
2022-01-16,9,0.061,0.0,0.177,Medium
2022-01-16,10,0.772,0.0,0.39,Low
2022-01-16,11,0.467,0.0,0.519,Medium
2022-01-16,12,0.646,0.0,0.546,Medium
2022-01-16,13,0.0,0.0,0.36,Medium
2022-01-16,14,0.288,0.0,0.334,Low
2022-01-16,15,0.083,0.0,0.249,Medium
2022-01-16,16,0.754,0.0,0.038,None
2022-01-16,17,0.694,0.0,0.003,None
2022-01-16,18,0.967,0.0,0.0,None
2022-01-16,19,2.148,0.0,0.0,None
2022-01-16,20,0.97,0.0,0.0,None
2022-01-16,21,0.503,0.0,0.0,None
2022-01-16,22,0.0,0.612,0.0,None
2022-01-16,23,0.0,0.612,0.0,None
2022-01-17,0,0.0,0.546,0.0,None
2022-01-17,1,0.0,0.524,0.0,None
2022-01-17,2,0.0,0.506,0.0,None
2022-01-17,3,0.0,0.323,0.0,None
2022-01-17,4,0.0,0.322,0.0,None
2022-01-17,5,0.0,0.317,0.0,None
2022-01-17,6,0.0,0.339,0.0,None
2022-01-17,7,0.0,1.551,0.0,None
2022-01-17,8,0.568,0.0,0.107,None
2022-01-17,9,0.0,0.0,0.264,Medium
2022-01-17,10,0.0,0.0,0.268,High
2022-01-17,11,0.0,0.0,0.292,High
2022-01-17,12,0.0,0.0,0.277,High
2022-01-17,13,0.0,0.0,0.27,High
2022-01-17,14,0.0,0.0,0.259,High
2022-01-17,15,0.0,0.0,0.251,Medium
2022-01-17,16,0.192,0.0,0.117,None
2022-01-17,17,0.252,0.0,0.007,None
2022-01-17,18,0.821,0.0,0.0,None
2022-01-17,19,0.582,0.0,0.0,None
2022-01-17,20,0.648,0.0,0.0,None
2022-01-17,21,0.433,0.0,0.0,None
2022-01-17,22,0.0,0.63,0.0,None
2022-01-17,23,0.0,0.49,0.0,None
2022-01-18,0,0.0,0.277,0.0,None
2022-01-18,1,0.0,0.292,0.0,None
2022-01-18,2,0.0,0.273,0.0,None
2022-01-18,3,0.0,0.33,0.0,None
2022-01-18,4,0.0,0.294,0.0,None
2022-01-18,5,0.0,0.249,0.0,None
2022-01-18,6,0.0,0.291,0.0,None
2022-01-18,7,0.0,1.158,0.0,None
2022-01-18,8,0.215,0.0,0.096,Low
2022-01-18,9,0.301,0.0,0.447,Medium
2022-01-18,10,0.0,0.0,0.297,High
2022-01-18,11,0.0,0.0,0.246,High
2022-01-18,12,0.0,0.0,0.301,High
2022-01-18,13,0.0,0.0,0.243,High
2022-01-18,14,0.0,0.0,0.291,High
2022-01-18,15,0.0,0.0,0.305,Medium
2022-01-18,16,0.16,0.0,0.109,Low
2022-01-18,17,0.287,0.0,0.002,None
2022-01-18,18,0.567,0.0,0.0,None
2022-01-18,19,0.666,0.0,0.0,None
2022-01-18,20,0.666,0.0,0.0,None
2022-01-18,21,1.047,0.0,0.0,None
2022-01-18,22,0.0,0.498,0.0,None
2022-01-18,23,0.0,0.452,0.0,None
2022-01-19,0,0.0,0.429,0.0,None
2022-01-19,1,0.0,0.307,0.0,None
2022-01-19,2,0.0,0.466,0.0,None
2022-01-19,3,0.0,0.286,0.0,None
2022-01-19,4,0.0,0.295,0.0,None
2022-01-19,5,0.0,0.298,0.0,None
2022-01-19,6,0.0,0.782,0.0,None
2022-01-19,7,0.0,1.059,0.0,None
2022-01-19,8,0.163,0.0,0.117,Low
2022-01-19,9,0.0,0.0,0.284,High
2022-01-19,10,0.0,0.0,0.278,High
2022-01-19,11,0.0,0.0,0.289,High
2022-01-19,12,0.0,0.0,0.295,High
2022-01-19,13,0.117,0.0,0.517,High
2022-01-19,14,0.0,0.0,0.276,High
2022-01-19,15,0.0,0.0,0.278,Medium
2022-01-19,16,0.165,0.0,0.129,None
2022-01-19,17,0.264,0.0,0.002,None
2022-01-19,18,0.832,0.0,0.0,None
2022-01-19,19,0.527,0.0,0.0,None
2022-01-19,20,0.566,0.0,0.0,None
2022-01-19,21,0.839,0.0,0.0,None
2022-01-19,22,0.0,0.519,0.0,None
2022-01-19,23,0.0,0.479,0.0,None
2022-01-20,0,0.0,0.494,0.0,None
2022-01-20,1,0.0,0.378,0.0,None
2022-01-20,2,0.0,0.281,0.0,None
2022-01-20,3,0.0,0.279,0.0,None
2022-01-20,4,0.0,0.276,0.0,None
2022-01-20,5,0.0,0.276,0.0,None
2022-01-20,6,0.0,0.275,0.0,None
2022-01-20,7,0.0,1.27,0.0,None
2022-01-20,8,0.198,0.0,0.131,Low
2022-01-20,9,0.0,0.0,0.342,Medium
2022-01-20,10,0.0,0.0,0.307,High
2022-01-20,11,0.0,0.0,0.288,High
2022-01-20,12,0.013,0.0,0.551,High
2022-01-20,13,0.0,0.0,0.278,High
2022-01-20,14,0.0,0.0,0.274,High
2022-01-20,15,0.0,0.0,0.272,Medium
2022-01-20,16,0.135,0.0,0.132,None
2022-01-20,17,0.273,0.0,0.002,None
2022-01-20,18,0.394,0.0,0.0,None
2022-01-20,19,0.389,0.0,0.0,None
2022-01-20,20,0.721,0.0,0.0,None
2022-01-20,21,0.495,0.0,0.0,None
2022-01-20,22,0.0,0.695,0.0,None
2022-01-20,23,0.0,0.415,0.0,None
2022-01-21,0,0.0,0.397,0.0,None
2022-01-21,1,0.0,0.397,0.0,None
2022-01-21,2,0.0,0.379,0.0,None
2022-01-21,3,0.0,0.305,0.0,None
2022-01-21,4,0.0,0.274,0.0,None
2022-01-21,5,0.0,0.272,0.0,None
2022-01-21,6,0.0,0.273,0.0,None
2022-01-21,7,0.0,1.55,0.0,None
2022-01-21,8,0.759,0.0,0.108,Medium
2022-01-21,9,0.0,0.0,0.233,High
2022-01-21,10,0.0,0.0,0.244,High
2022-01-21,11,0.223,0.0,0.573,High
2022-01-21,12,0.325,0.0,0.625,High
2022-01-21,13,0.0,0.0,0.244,High
2022-01-21,14,0.0,0.0,0.24,High
2022-01-21,15,0.0,0.0,0.234,Medium
2022-01-21,16,0.147,0.0,0.119,Low
2022-01-21,17,0.229,0.0,0.002,None
2022-01-21,18,0.272,0.0,0.0,None
2022-01-21,19,0.483,0.0,0.0,None
2022-01-21,20,0.616,0.0,0.0,None
2022-01-21,21,0.683,0.0,0.0,None
2022-01-21,22,0.0,0.684,0.0,None
2022-01-21,23,0.0,0.496,0.0,None
2022-01-22,0,0.0,0.399,0.0,None
2022-01-22,1,0.0,0.353,0.0,None
2022-01-22,2,0.0,0.498,0.0,None
2022-01-22,3,0.0,0.427,0.0,None
2022-01-22,4,0.0,0.309,0.0,None
2022-01-22,5,0.0,0.286,0.0,None
2022-01-22,6,0.0,0.282,0.0,None
2022-01-22,7,0.0,0.282,0.0,None
2022-01-22,8,0.202,0.0,0.155,None
2022-01-22,9,0.055,0.0,0.351,Medium
2022-01-22,10,0.0,0.0,0.297,High
2022-01-22,11,0.0,0.0,0.301,High
2022-01-22,12,0.519,0.0,0.901,Medium
2022-01-22,13,0.32,0.0,0.758,Medium
2022-01-22,14,0.0,0.0,0.557,Medium
2022-01-22,15,0.0,0.0,0.318,Medium
2022-01-22,16,0.172,0.0,0.15,None
2022-01-22,17,1.479,0.0,0.004,None
2022-01-22,18,1.491,0.0,0.0,None
2022-01-22,19,1.898,0.0,0.0,None
2022-01-22,20,1.369,0.0,0.0,None
2022-01-22,21,1.828,0.0,0.0,None
2022-01-22,22,0.0,1.739,0.0,None
2022-01-22,23,0.0,1.09,0.0,None
2022-01-23,0,0.0,0.369,0.0,None
2022-01-23,1,0.0,0.316,0.0,None
2022-01-23,2,0.0,0.305,0.0,None
2022-01-23,3,0.0,0.384,0.0,None
2022-01-23,4,0.0,0.301,0.0,None
2022-01-23,5,0.0,0.306,0.0,None
2022-01-23,6,0.0,0.342,0.0,None
2022-01-23,7,0.0,0.363,0.0,None
2022-01-23,8,0.233,0.0,0.171,None
2022-01-23,9,0.0,0.0,0.354,Medium
2022-01-23,10,0.0,0.0,0.333,High
2022-01-23,11,0.0,0.0,0.342,High
2022-01-23,12,2.519,0.0,0.968,None
2022-01-23,13,0.843,0.0,0.801,Medium
2022-01-23,14,0.046,0.0,0.499,Medium
2022-01-23,15,0.008,0.0,0.406,Medium
2022-01-23,16,0.627,0.0,0.156,None
2022-01-23,17,0.408,0.0,0.004,None
2022-01-23,18,0.641,0.0,0.0,None
2022-01-23,19,2.329,0.0,0.0,None
2022-01-23,20,1.698,0.0,0.0,None
2022-01-23,21,0.56,0.0,0.0,None
2022-01-23,22,0.0,0.522,0.0,None
2022-01-23,23,0.0,0.494,0.0,None
2022-01-24,0,0.0,0.505,0.0,None
2022-01-24,1,0.0,0.576,0.0,None
2022-01-24,2,0.0,1.359,0.0,None
2022-01-24,3,0.0,0.724,0.0,None
2022-01-24,4,0.0,0.525,0.0,None
2022-01-24,5,0.0,0.479,0.0,None
2022-01-24,6,0.0,0.314,0.0,None
2022-01-24,7,0.0,1.377,0.0,None
2022-01-24,8,0.55,0.0,0.15,None
2022-01-24,9,0.03,0.0,0.419,Medium
2022-01-24,10,0.0,0.0,0.374,High
2022-01-24,11,0.0,0.0,0.399,High
2022-01-24,12,0.0,0.0,0.414,High
2022-01-24,13,0.0,0.0,0.455,High
2022-01-24,14,0.0,0.0,0.455,High
2022-01-24,15,0.003,0.0,0.437,Medium
2022-01-24,16,0.265,0.0,0.16,None
2022-01-24,17,0.446,0.0,0.004,None
2022-01-24,18,0.836,0.0,0.0,None
2022-01-24,19,1.11,0.0,0.0,None
2022-01-24,20,0.818,0.0,0.0,None
2022-01-24,21,0.707,0.0,0.0,None
2022-01-24,22,0.0,0.739,0.0,None
2022-01-24,23,0.0,0.607,0.0,None
2022-01-25,0,0.0,0.555,0.0,None
2022-01-25,1,0.0,0.612,0.0,None
2022-01-25,2,0.0,0.444,0.0,None
2022-01-25,3,0.0,0.335,0.0,None
2022-01-25,4,0.0,0.342,0.0,None
2022-01-25,5,0.0,0.342,0.0,None
2022-01-25,6,0.0,0.342,0.0,None
2022-01-25,7,0.0,1.208,0.0,None
2022-01-25,8,0.4,0.0,0.155,Low
2022-01-25,9,0.0,0.0,0.291,Medium
2022-01-25,10,0.0,0.0,0.303,High
2022-01-25,11,0.29,0.0,0.616,High
2022-01-25,12,0.416,0.0,0.643,High
2022-01-25,13,0.0,0.0,0.384,High
2022-01-25,14,0.0,0.0,0.31,High
2022-01-25,15,0.043,0.0,0.338,Medium
2022-01-25,16,1.319,0.0,0.165,None
2022-01-25,17,1.492,0.0,0.004,None
2022-01-25,18,1.481,0.0,0.0,None
2022-01-25,19,1.668,0.0,0.0,None
2022-01-25,20,0.892,0.0,0.0,None
2022-01-25,21,0.698,0.0,0.0,None
2022-01-25,22,0.0,0.658,0.0,None
2022-01-25,23,0.0,0.508,0.0,None
2022-01-26,0,0.0,0.53,0.0,None
2022-01-26,1,0.0,0.513,0.0,None
2022-01-26,2,0.0,0.391,0.0,None
2022-01-26,3,0.0,0.361,0.0,None
2022-01-26,4,0.0,0.347,0.0,None
2022-01-26,5,0.0,0.339,0.0,None
2022-01-26,6,0.0,0.344,0.0,None
2022-01-26,7,0.0,1.408,0.0,None
2022-01-26,8,0.417,0.0,0.031,None
2022-01-26,9,0.137,0.0,0.172,None
2022-01-26,10,0.216,0.0,0.44,High
2022-01-26,11,0.247,0.0,0.548,High
2022-01-26,12,0.087,0.0,0.607,High
2022-01-26,13,0.0,0.0,0.301,High
2022-01-26,14,0.045,0.0,0.474,High
2022-01-26,15,0.038,0.0,0.461,Medium
2022-01-26,16,0.252,0.0,0.176,None
2022-01-26,17,0.421,0.0,0.006,None
