Normal (kWh),Economic (kWh),Self-consumption (kWh),Injection,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,rain_1h,clouds_all,weather_broken clouds,weather_few clouds,weather_heavy intensity rain,weather_light rain,weather_moderate rain,weather_overcast clouds,weather_scattered clouds,weather_sky is clear,hour,day_of_year,rain_binary
0.0,0.235,0.0,None,7.13,5.56,3.72,9.23,1017,78,2.33,0.0,17,False,True,False,False,False,False,False,False,4,328,False
0.0,0.233,0.0,None,7.2,5.88,3.72,9.23,1017,78,2.06,0.0,11,False,True,False,False,False,False,False,False,5,328,False
0.0,0.23,0.0,None,6.62,5.2,2.72,9.23,1017,79,2.06,0.0,1,False,False,False,False,False,False,False,True,6,328,False
0.0,1.216,0.007,None,7.15,5.6,2.72,9.23,1018,77,2.31,0.0,2,False,False,False,False,False,False,False,True,7,328,False
0.74,0.0,0.298,Low,6.67,4.76,3.72,9.23,1018,80,2.66,0.0,27,False,False,False,False,False,False,True,False,8,328,False
0.0,0.0,0.236,High,9.33,7.57,4.72,9.79,1019,73,3.24,0.0,36,False,False,False,False,False,False,True,False,9,328,False
0.031,0.0,0.286,Medium,10.57,9.48,7.23,10.7,1019,69,2.95,0.0,96,False,False,False,False,False,True,False,False,10,328,False
0.006,0.0,0.231,Medium,11.21,10.24,10.11,11.26,1019,71,4.0,0.0,95,False,False,False,False,False,True,False,False,11,328,False
0.026,0.0,0.213,Low,11.34,10.54,10.9,12.72,1018,77,5.18,0.0,87,False,False,False,False,False,True,False,False,12,328,False
0.04,0.0,0.203,None,12.96,12.22,10.9,14.54,1017,73,5.42,0.0,100,False,False,False,False,False,True,False,False,13,328,False
0.07,0.0,0.223,Low,12.98,12.24,11.45,13.72,1016,73,4.72,0.0,100,False,False,False,False,False,True,False,False,14,328,False
0.107,0.0,0.118,None,12.94,12.22,12.32,13.72,1016,74,4.57,0.0,76,True,False,False,False,False,False,False,False,15,328,False
0.179,0.0,0.044,None,12.38,11.66,12.23,12.72,1016,76,4.58,0.0,29,False,False,False,False,False,False,True,False,16,328,False
0.516,0.0,0.0,None,12.31,11.53,10.9,12.37,1016,74,3.98,0.0,22,False,True,False,False,False,False,False,False,17,328,False
1.468,0.0,0.0,None,11.74,10.8,10.57,11.82,1016,70,3.72,0.0,16,False,True,False,False,False,False,False,False,18,328,False
0.776,0.0,0.0,None,11.18,10.18,10.01,11.26,1016,70,3.69,0.0,14,False,True,False,False,False,False,False,False,19,328,False
0.475,0.0,0.0,None,10.09,9.09,8.99,10.34,1017,74,3.55,0.0,4,False,False,False,False,False,False,False,True,20,328,False
0.396,0.0,0.0,None,9.56,7.56,8.43,9.72,1017,74,3.8,0.0,1,False,False,False,False,False,False,False,True,21,328,False
0.0,0.334,0.0,None,8.95,6.99,7.72,9.55,1017,77,3.45,0.0,9,False,False,False,False,False,False,False,True,22,328,False
0.0,0.467,0.0,None,8.47,6.63,7.79,8.72,1016,78,3.07,0.0,49,False,False,False,False,False,False,True,False,23,328,False
0.0,2.362,0.0,None,7.9,6.03,7.23,8.12,1016,79,2.94,0.0,72,True,False,False,False,False,False,False,False,0,329,False
0.0,0.435,0.0,None,7.83,6.12,6.68,8.12,1016,79,2.68,0.0,51,True,False,False,False,False,False,False,False,1,329,False
0.0,0.279,0.0,None,7.32,5.9,6.68,8.12,1015,81,2.19,0.0,8,False,False,False,False,False,False,False,True,2,329,False
0.0,0.243,0.0,None,7.31,7.31,6.21,7.57,1014,81,1.3,0.0,25,False,False,False,False,False,False,True,False,3,329,False
0.0,0.267,0.0,None,7.23,7.23,5.57,7.57,1014,83,1.09,0.0,55,True,False,False,False,False,False,False,False,4,329,False
0.0,0.233,0.0,None,6.71,6.71,5.1,7.57,1013,85,0.84,0.0,71,True,False,False,False,False,False,False,False,5,329,False
0.0,0.265,0.0,None,6.77,6.77,5.1,7.57,1012,85,1.1,0.0,61,True,False,False,False,False,False,False,False,6,329,False
0.0,1.34,0.002,None,6.8,6.8,5.01,7.72,1012,87,1.1,0.0,59,True,False,False,False,False,False,False,False,7,329,False
0.457,0.0,0.028,None,6.8,6.8,5.01,7.72,1011,88,1.13,0.0,59,True,False,False,False,False,False,False,False,8,329,False
0.052,0.0,0.178,Low,7.37,7.37,6.22,8.12,1011,87,1.19,0.0,67,True,False,False,False,False,False,False,False,9,329,False
0.011,0.0,0.252,Low,8.34,8.34,6.12,8.68,1012,86,0.8,0.0,72,True,False,False,False,False,False,False,False,10,329,False
0.023,0.0,0.431,Medium,9.45,9.19,7.32,9.79,1012,82,1.35,0.0,74,True,False,False,False,False,False,False,False,11,329,False
0.234,0.0,0.434,High,11.65,10.78,8.43,11.82,1012,73,1.66,0.0,62,True,False,False,False,False,False,False,False,12,329,False
0.0,0.0,0.239,High,11.8,10.92,10.67,11.82,1011,72,2.73,0.13,80,False,False,False,True,False,False,False,False,13,329,True
0.0,0.0,0.268,High,12.32,11.49,11.12,12.37,1010,72,2.94,0.0,82,True,False,False,False,False,False,False,False,14,329,False
0.001,0.0,0.229,Medium,12.36,11.51,11.77,12.79,1010,71,2.97,0.0,54,True,False,False,False,False,False,False,False,15,329,False
0.244,0.0,0.018,None,12.32,11.49,11.45,12.37,1011,72,2.52,0.0,22,False,True,False,False,False,False,False,False,16,329,False
0.307,0.0,0.0,None,12.29,11.45,10.9,12.37,1012,72,3.32,0.0,10,False,False,False,False,False,False,False,True,17,329,False
0.288,0.0,0.0,None,11.21,10.32,9.79,11.26,1012,74,3.58,0.0,2,False,False,False,False,False,False,False,True,18,329,False
0.365,0.0,0.0,None,10.3,9.4,9.23,10.72,1013,77,3.61,0.0,1,False,False,False,False,False,False,False,True,19,329,False
0.378,0.0,0.0,None,10.02,9.09,8.99,10.72,1014,77,3.42,0.0,0,False,False,False,False,False,False,False,True,20,329,False
0.374,0.0,0.0,None,9.24,7.48,8.43,9.72,1015,78,3.2,0.0,0,False,False,False,False,False,False,False,True,21,329,False
0.0,0.866,0.0,None,9.85,7.88,8.12,10.72,1015,73,3.87,0.0,73,True,False,False,False,False,False,False,False,22,329,False
0.0,0.555,0.0,None,9.75,7.79,7.57,10.72,1016,73,3.79,0.0,52,True,False,False,False,False,False,False,False,23,329,False
0.0,0.284,0.0,None,9.2,7.28,8.12,9.72,1016,76,3.47,0.0,5,False,False,False,False,False,False,False,True,0,330,False
0.0,0.3,0.0,None,7.62,5.41,7.32,8.68,1016,78,3.4,0.0,0,False,False,False,False,False,False,False,True,1,330,False
0.0,0.383,0.0,None,8.39,6.24,6.77,8.68,1016,73,3.58,0.0,0,False,False,False,False,False,False,False,True,2,330,False
0.0,0.301,0.0,None,8.39,6.33,6.77,8.68,1016,74,3.42,0.0,9,False,False,False,False,False,False,False,True,3,330,False
0.0,0.241,0.0,None,7.11,4.96,6.21,8.68,1017,83,3.12,0.0,13,False,True,False,False,False,False,False,False,4,330,False
0.0,0.293,0.0,None,8.3,6.35,5.66,8.68,1016,75,3.19,0.0,3,False,False,False,False,False,False,False,True,5,330,False
0.0,0.293,0.0,None,6.83,4.44,5.57,8.12,1017,84,3.42,0.0,9,False,False,False,False,False,False,False,True,6,330,False
0.0,1.513,0.0,None,6.02,3.5,5.01,8.12,1017,84,3.35,0.0,36,False,False,False,False,False,False,True,False,7,330,False
1.062,0.0,0.283,None,5.07,2.31,4.72,7.57,1017,83,3.41,0.0,31,False,False,False,False,False,False,True,False,8,330,False
0.006,0.0,0.345,High,7.92,5.79,7.23,7.93,1018,75,3.37,0.0,8,False,False,False,False,False,False,False,True,9,330,False
0.0,0.0,0.383,High,10.08,8.92,8.34,10.15,1018,68,3.52,0.0,0,False,False,False,False,False,False,False,True,10,330,False
0.0,0.0,0.287,Very High,11.2,9.97,9.79,11.26,1019,61,3.75,0.0,2,False,False,False,False,False,False,False,True,11,330,False
0.053,0.0,0.504,High,11.85,10.79,9.85,12.9,1018,65,4.04,0.0,23,False,True,False,False,False,False,False,False,12,330,False
0.0,0.0,0.287,High,12.39,11.25,10.2,13.31,1017,60,5.0,0.0,72,True,False,False,False,False,False,False,False,13,330,False
0.211,0.0,0.331,Medium,12.88,11.71,10.68,13.73,1017,57,4.84,0.0,94,False,False,False,False,False,True,False,False,14,330,False
0.098,0.0,0.239,Low,12.27,11.09,10.0,13.15,1016,59,4.57,0.0,75,True,False,False,False,False,False,False,False,15,330,False
0.389,0.0,0.037,None,11.64,10.5,9.5,12.56,1016,63,4.33,0.0,67,True,False,False,False,False,False,False,False,16,330,False
0.414,0.0,0.0,None,10.28,9.19,8.29,11.33,1016,70,3.79,0.0,81,True,False,False,False,False,False,False,False,17,330,False
0.459,0.0,0.0,None,9.6,7.99,7.65,10.69,1016,73,3.07,0.0,84,True,False,False,False,False,False,False,False,18,330,False
0.418,0.0,0.0,None,9.01,7.8,7.24,9.94,1017,79,2.3,0.0,83,True,False,False,False,False,False,False,False,19,330,False
0.392,0.0,0.0,None,8.55,7.66,6.98,9.72,1016,85,1.83,0.0,81,True,False,False,False,False,False,False,False,20,330,False
0.781,0.0,0.0,None,8.65,7.97,7.11,9.81,1016,87,1.63,0.0,78,True,False,False,False,False,False,False,False,21,330,False
0.0,1.44,0.0,None,8.7,7.63,6.85,9.88,1016,87,2.05,0.0,95,False,False,False,False,False,True,False,False,22,330,False
0.0,1.675,0.0,None,8.47,7.7,6.65,9.63,1015,89,1.69,0.0,93,False,False,False,False,False,True,False,False,23,330,False
0.0,0.342,0.0,None,8.35,8.35,6.59,9.62,1015,91,1.26,0.0,94,False,False,False,False,False,True,False,False,0,331,False
0.0,0.284,0.0,None,8.38,7.94,6.65,9.72,1015,92,1.38,0.0,100,False,False,False,False,False,True,False,False,1,331,False
0.0,0.333,0.0,None,8.7,7.74,6.96,9.9,1014,92,1.93,0.0,100,False,False,False,False,False,True,False,False,2,331,False
0.0,0.327,0.0,None,8.78,7.7,7.0,9.92,1013,93,2.08,0.0,100,False,False,False,False,False,True,False,False,3,331,False
0.0,0.327,0.0,None,8.89,7.22,7.15,10.07,1012,94,2.94,0.0,94,False,False,False,False,False,True,False,False,4,331,False
0.0,0.336,0.0,None,8.97,6.93,7.15,10.72,1012,94,3.61,0.0,69,True,False,False,False,False,False,False,False,5,331,False
0.0,0.347,0.0,None,9.29,6.94,7.38,10.72,1012,93,4.43,0.0,68,True,False,False,False,False,False,False,False,6,331,False
0.0,0.334,0.001,None,9.31,6.65,7.4,10.57,1013,88,5.19,0.0,52,True,False,False,False,False,False,False,False,7,331,False
0.36,0.0,0.235,None,9.46,6.79,7.45,10.54,1013,82,5.32,0.0,42,False,False,False,False,False,False,True,False,8,331,False
0.136,0.0,0.386,Medium,9.67,6.95,7.51,10.72,1014,79,5.63,0.0,22,False,True,False,False,False,False,False,False,9,331,False
0.0,0.0,0.391,High,10.11,9.06,7.77,11.03,1016,72,4.78,0.0,3,False,False,False,False,False,False,False,True,10,331,False
0.608,0.0,0.764,Medium,10.68,9.5,8.28,11.72,1016,65,4.73,0.0,23,False,True,False,False,False,False,False,False,11,331,False
0.131,0.0,0.594,Medium,10.76,9.54,8.34,11.72,1016,63,4.66,0.0,31,False,False,False,False,False,False,True,False,12,331,False
0.197,0.0,0.334,Medium,10.97,9.66,8.66,11.91,1016,59,5.49,0.0,28,False,False,False,False,False,False,True,False,13,331,False
0.0,0.0,0.266,Medium,10.74,9.36,8.46,11.68,1016,57,5.94,0.0,28,False,False,False,False,False,False,True,False,14,331,False
1.347,0.0,0.256,None,10.67,9.25,8.48,11.67,1016,56,5.68,0.0,18,False,True,False,False,False,False,False,False,15,331,False
1.177,0.0,0.023,None,10.15,8.74,7.72,11.72,1017,58,4.95,0.0,12,False,True,False,False,False,False,False,False,16,331,False
1.085,0.0,0.0,None,8.18,5.56,5.76,9.21,1018,66,4.43,0.0,3,False,False,False,False,False,False,False,True,17,331,False
0.592,0.0,0.0,None,7.22,4.68,4.88,8.31,1018,70,3.83,0.0,1,False,False,False,False,False,False,False,True,18,331,False
0.536,0.0,0.0,None,6.47,3.9,4.06,7.72,1019,71,3.58,0.0,3,False,False,False,False,False,False,False,True,19,331,False
1.145,0.0,0.0,None,6.12,3.51,3.88,7.72,1019,72,3.53,0.0,4,False,False,False,False,False,False,False,True,20,331,False
1.069,0.0,0.0,None,5.8,3.19,3.76,7.35,1020,74,3.41,0.0,8,False,False,False,False,False,False,False,True,21,331,False
0.0,0.566,0.0,None,6.5,3.96,4.49,7.77,1020,74,3.55,0.0,7,False,False,False,False,False,False,False,True,22,331,False
0.0,0.394,0.0,None,4.99,2.3,2.82,6.46,1020,79,3.27,0.0,7,False,False,False,False,False,False,False,True,23,331,False
0.0,0.373,0.0,None,4.2,1.54,2.08,5.86,1021,82,3.01,0.0,1,False,False,False,False,False,False,False,True,0,332,False
0.0,0.286,0.0,None,3.82,1.29,1.75,5.57,1021,82,2.75,0.0,0,False,False,False,False,False,False,False,True,1,332,False
0.0,0.286,0.0,None,3.46,1.3,1.06,4.91,1021,84,2.26,0.0,1,False,False,False,False,False,False,False,True,2,332,False
0.0,0.259,0.0,None,3.5,1.84,0.2,5.14,1021,84,1.81,0.0,0,False,False,False,False,False,False,False,True,3,332,False
0.0,0.302,0.0,None,3.32,1.82,0.16,4.76,1021,87,1.66,0.0,7,False,False,False,False,False,False,False,True,4,332,False
0.0,0.288,0.0,None,2.59,1.44,-0.64,4.05,1022,89,1.34,0.0,24,False,True,False,False,False,False,False,False,5,332,False
0.0,0.268,0.0,None,4.04,4.04,1.72,4.04,1022,90,1.16,0.0,18,False,True,False,False,False,False,False,False,6,332,False
0.0,0.277,0.003,None,3.93,2.96,1.72,5.34,1023,90,1.34,0.0,32,False,False,False,False,False,False,True,False,7,332,False
0.104,0.0,0.207,Low,4.02,4.02,3.72,5.9,1023,90,1.2,0.0,49,False,False,False,False,False,False,True,False,8,332,False
0.066,0.0,0.392,Low,6.23,5.37,5.72,6.45,1024,85,1.48,0.0,63,True,False,False,False,False,False,False,False,9,332,False
1.421,0.0,0.265,None,6.81,6.81,6.72,8.12,1024,85,1.25,0.0,91,False,False,False,False,False,True,False,False,10,332,False
1.915,0.0,0.433,None,7.97,7.15,7.93,9.79,1024,82,1.67,0.0,98,False,False,False,False,False,True,False,False,11,332,False
2.54,0.0,0.247,None,8.61,7.52,8.48,10.9,1024,81,2.06,0.0,100,False,False,False,False,False,True,False,False,12,332,False
0.535,0.0,0.147,None,9.68,9.07,9.59,11.22,1023,82,1.72,0.0,100,False,False,False,False,False,True,False,False,13,332,False
1.961,0.0,0.138,None,9.17,8.44,8.9,10.72,1022,90,1.76,0.0,100,False,False,False,False,False,True,False,False,14,332,False
0.801,0.0,0.052,None,9.1,9.1,8.34,10.34,1022,92,1.12,0.0,100,False,False,False,False,False,True,False,False,15,332,False
0.468,0.0,0.01,None,9.57,9.31,8.9,9.79,1022,93,1.36,0.0,100,False,False,False,False,False,True,False,False,16,332,False
0.666,0.0,0.0,None,9.61,9.61,8.9,10.72,1022,93,1.17,0.16,100,False,False,False,True,False,False,False,False,17,332,True
1.1,0.0,0.0,None,9.64,9.64,8.99,11.72,1022,93,1.33,0.15,96,False,False,False,True,False,False,False,False,18,332,True
1.486,0.0,0.0,None,9.64,8.55,9.54,11.72,1022,93,2.29,0.0,84,True,False,False,False,False,False,False,False,19,332,False
0.84,0.0,0.0,None,10.19,9.69,10.1,11.72,1022,93,2.79,0.0,78,True,False,False,False,False,False,False,False,20,332,False
0.596,0.0,0.0,None,10.73,10.29,10.1,11.72,1023,93,3.62,0.0,91,False,False,False,False,False,True,False,False,21,332,False
0.0,0.628,0.0,None,10.14,9.66,9.54,10.67,1023,94,4.86,0.0,99,False,False,False,False,False,True,False,False,22,332,False
0.0,0.884,0.0,None,9.7,7.38,9.54,11.72,1023,93,4.59,0.0,96,False,False,False,False,False,True,False,False,23,332,False
0.0,0.54,0.0,None,10.21,9.71,9.54,11.72,1023,93,4.19,0.0,98,False,False,False,False,False,True,False,False,0,333,False
0.0,0.528,0.0,None,10.21,9.71,9.54,11.72,1023,93,3.54,0.0,95,False,False,False,False,False,True,False,False,1,333,False
0.0,0.549,0.0,None,10.21,9.71,9.54,11.72,1023,93,3.44,0.0,92,False,False,False,False,False,True,False,False,2,333,False
0.0,0.512,0.0,None,9.59,7.92,9.54,10.01,1023,93,3.18,0.0,87,False,False,False,False,False,True,False,False,3,333,False
0.0,0.458,0.0,None,9.59,7.96,9.54,10.01,1023,94,3.11,0.0,71,True,False,False,False,False,False,False,False,4,333,False
0.0,0.449,0.0,None,9.59,8.07,9.54,10.01,1024,94,2.91,0.0,68,True,False,False,False,False,False,False,False,5,333,False
0.0,0.454,0.0,None,9.62,8.34,8.99,10.72,1024,93,2.55,0.0,68,True,False,False,False,False,False,False,False,6,333,False
0.0,1.607,0.0,None,10.11,9.63,9.45,10.15,1024,94,2.06,0.0,70,True,False,False,False,False,False,False,False,7,333,False
1.29,0.0,0.053,None,10.14,9.66,8.99,10.72,1025,94,1.69,0.0,60,True,False,False,False,False,False,False,False,8,333,False
0.374,0.0,0.149,None,10.14,9.66,9.54,10.67,1025,94,1.48,0.0,71,True,False,False,False,False,False,False,False,9,333,False
0.253,0.0,0.23,None,10.76,10.35,10.66,11.78,1026,94,2.55,0.0,61,True,False,False,False,False,False,False,False,10,333,False
0.007,0.0,0.438,Medium,11.87,11.51,11.45,12.89,1026,92,2.65,0.0,91,False,False,False,False,False,True,False,False,11,333,False
0.158,0.0,0.277,Low,12.39,11.9,12.37,13.12,1025,85,2.65,0.0,100,False,False,False,False,False,True,False,False,12,333,False
0.244,0.0,0.251,None,12.93,12.34,11.68,13.99,1025,79,2.71,0.14,100,False,False,False,True,False,False,False,False,13,333,True
0.203,0.0,0.261,Medium,12.92,12.36,12.72,12.93,1025,80,2.88,0.0,97,False,False,False,False,False,True,False,False,14,333,False
0.374,0.0,0.099,None,12.92,12.33,12.72,13.12,1024,79,2.96,0.0,95,False,False,False,False,False,True,False,False,15,333,False
0.44,0.0,0.033,None,12.85,12.25,11.68,13.12,1025,79,2.3,0.0,77,True,False,False,False,False,False,False,False,16,333,False
0.494,0.0,0.0,None,11.75,11.33,10.01,12.01,1025,90,1.38,0.0,89,False,False,False,False,False,True,False,False,17,333,False
0.583,0.0,0.0,None,10.69,10.22,10.01,11.45,1025,92,1.31,0.0,97,False,False,False,False,False,True,False,False,18,333,False
0.571,0.0,0.0,None,10.68,10.23,10.1,10.9,1025,93,0.53,0.0,100,False,False,False,False,False,True,False,False,19,333,False
0.761,0.0,0.0,None,10.16,9.66,9.45,10.72,1025,93,0.76,0.0,100,False,False,False,False,False,True,False,False,20,333,False
0.628,0.0,0.0,None,10.15,9.65,9.45,10.72,1025,93,1.0,0.0,98,False,False,False,False,False,True,False,False,21,333,False
0.0,0.61,0.0,None,9.55,9.55,8.72,10.11,1025,93,0.9,0.0,79,True,False,False,False,False,False,False,False,22,333,False
0.0,0.613,0.0,None,9.01,9.01,8.43,9.55,1025,93,1.15,0.0,70,True,False,False,False,False,False,False,False,23,333,False
0.0,0.547,0.0,None,8.47,7.97,7.88,8.72,1026,93,1.44,0.0,79,True,False,False,False,False,False,False,False,0,334,False
0.0,0.571,0.0,None,8.43,8.02,7.57,8.48,1026,93,1.36,0.0,88,False,False,False,False,False,True,False,False,1,334,False
0.0,0.577,0.0,None,7.85,7.85,6.72,7.93,1026,93,1.03,0.0,97,False,False,False,False,False,True,False,False,2,334,False
0.0,0.494,0.0,None,7.34,6.69,6.72,7.37,1026,94,1.44,0.0,100,False,False,False,False,False,True,False,False,3,334,False
0.0,0.502,0.0,None,7.87,7.0,6.72,7.93,1026,94,1.7,0.0,100,False,False,False,False,False,True,False,False,4,334,False
0.0,0.486,0.0,None,7.82,6.84,5.72,7.93,1026,94,1.8,0.0,100,False,False,False,False,False,True,False,False,5,334,False
0.0,0.476,0.0,None,7.82,6.58,5.72,7.93,1027,94,2.08,0.0,100,False,False,False,False,False,True,False,False,6,334,False
0.0,1.776,0.002,None,7.29,5.84,5.72,7.37,1027,94,2.22,0.0,100,False,False,False,False,False,True,False,False,7,334,False
0.514,0.0,0.101,None,7.28,5.62,5.57,7.37,1027,94,2.47,0.0,95,False,False,False,False,False,True,False,False,8,334,False
0.858,0.0,0.52,None,7.92,6.39,7.23,7.93,1028,93,2.46,0.0,100,False,False,False,False,False,True,False,False,9,334,False
0.077,0.0,0.601,Medium,9.04,8.1,9.04,9.72,1029,94,1.97,0.0,63,True,False,False,False,False,False,False,False,10,334,False
0.0,0.0,0.494,High,11.79,11.14,10.01,11.82,1028,81,1.34,0.0,4,False,False,False,False,False,False,False,True,11,334,False
0.008,0.0,0.582,High,12.92,12.17,11.68,12.93,1028,73,0.83,0.0,4,False,False,False,False,False,False,False,True,12,334,False
0.0,0.0,0.467,High,14.05,13.55,12.79,14.72,1028,78,0.62,0.0,7,False,False,False,False,False,False,False,True,13,334,False
0.0,0.0,0.472,Medium,13.52,12.91,13.48,14.72,1027,76,0.66,0.0,9,False,False,False,False,False,False,False,True,14,334,False
0.163,0.0,0.316,Low,13.51,12.82,13.43,14.79,1027,73,0.98,0.0,12,False,True,False,False,False,False,False,False,15,334,False
0.456,0.0,0.016,None,13.45,12.76,12.72,14.45,1027,73,0.99,0.0,9,False,False,False,False,False,False,False,True,16,334,False
0.511,0.0,0.0,None,12.34,11.59,11.72,12.89,1027,75,2.21,0.0,12,False,True,False,False,False,False,False,False,17,334,False
0.6,0.0,0.0,None,11.26,10.53,11.12,11.45,1028,80,2.27,0.0,11,False,True,False,False,False,False,False,False,18,334,False
0.726,0.0,0.0,None,10.58,9.89,8.72,10.7,1028,84,2.16,0.0,14,False,True,False,False,False,False,False,False,19,334,False
1.051,0.0,0.0,None,10.13,9.5,9.23,10.15,1028,88,1.43,0.0,29,False,False,False,False,False,False,True,False,20,334,False
1.055,0.0,0.0,None,9.57,9.57,8.68,10.11,1028,89,0.91,0.0,41,False,False,False,False,False,False,True,False,21,334,False
0.0,0.757,0.0,None,9.52,9.52,7.88,9.59,1029,89,0.94,0.0,46,False,False,False,False,False,False,True,False,22,334,False
0.0,0.675,0.0,None,9.36,9.05,6.72,9.59,1028,89,1.38,0.0,50,False,False,False,False,False,False,True,False,23,334,False
0.0,0.622,0.0,None,9.38,9.38,5.72,9.59,1027,91,1.0,0.0,96,False,False,False,False,False,True,False,False,0,335,False
0.0,0.676,0.0,None,8.83,8.4,4.72,9.04,1027,91,1.42,0.0,100,False,False,False,False,False,True,False,False,1,335,False
0.0,0.63,0.0,None,8.93,8.13,6.72,9.04,1027,91,1.79,0.0,100,False,False,False,False,False,True,False,False,2,335,False
0.0,0.486,0.0,None,9.04,7.91,6.72,9.04,1027,90,2.2,0.0,100,False,False,False,False,False,True,False,False,3,335,False
0.0,0.521,0.0,None,9.5,8.46,7.72,9.59,1026,91,2.19,0.0,100,False,False,False,False,False,True,False,False,4,335,False
0.0,0.476,0.0,None,8.98,7.76,7.72,9.04,1026,88,2.3,0.0,100,False,False,False,False,False,True,False,False,5,335,False
0.0,0.488,0.0,None,9.48,8.4,6.68,9.59,1026,88,2.24,0.0,100,False,False,False,False,False,True,False,False,6,335,False
0.0,0.49,0.0,None,9.02,7.82,7.79,9.23,1025,90,2.28,0.15,100,False,False,False,True,False,False,False,False,7,335,True
0.48,0.0,0.011,None,9.01,8.21,7.23,9.79,1025,92,1.81,0.19,100,False,False,False,True,False,False,False,False,8,335,True
0.441,0.0,0.053,None,9.01,8.07,7.23,9.79,1025,93,1.96,0.2,100,False,False,False,True,False,False,False,False,9,335,True
0.435,0.0,0.062,None,9.05,8.26,7.79,10.34,1025,93,1.8,0.25,100,False,False,False,True,False,False,False,False,10,335,True
1.221,0.0,0.078,None,9.59,7.97,8.9,10.34,1024,93,3.08,0.19,100,False,False,False,True,False,False,False,False,11,335,True
0.411,0.0,0.115,None,10.17,9.67,10.01,10.72,1023,93,3.88,0.32,100,False,False,False,True,False,False,False,False,12,335,True
0.825,0.0,0.186,None,10.21,9.71,9.54,11.72,1022,93,4.41,0.14,98,False,False,False,True,False,False,False,False,13,335,True
0.727,0.0,0.191,None,11.31,10.95,10.66,12.72,1022,94,4.6,0.0,100,False,False,False,False,False,True,False,False,14,335,False
0.346,0.0,0.101,None,11.28,10.89,10.9,11.78,1022,93,4.9,0.0,99,False,False,False,False,False,True,False,False,15,335,False
0.426,0.0,0.021,None,10.82,10.39,10.34,12.72,1021,93,4.94,0.0,80,True,False,False,False,False,False,False,False,16,335,False
0.441,0.0,0.0,None,10.75,10.28,10.34,11.72,1022,92,4.26,0.0,96,False,False,False,False,False,True,False,False,17,335,False
0.604,0.0,0.0,None,10.23,9.71,10.1,11.72,1022,92,3.87,0.0,96,False,False,False,False,False,True,False,False,18,335,False
0.637,0.0,0.0,None,9.6,7.67,9.54,10.67,1022,91,3.66,0.0,95,False,False,False,False,False,True,False,False,19,335,False
0.661,0.0,0.0,None,9.65,7.95,9.23,10.72,1022,90,3.25,0.0,72,True,False,False,False,False,False,False,False,20,335,False
0.473,0.0,0.0,None,9.08,7.4,8.99,10.11,1021,90,3.01,0.0,58,True,False,False,False,False,False,False,False,21,335,False
0.0,0.488,0.0,None,9.08,7.41,8.9,10.11,1021,89,2.99,0.0,50,False,False,False,False,False,False,True,False,22,335,False
0.0,1.209,0.0,None,9.07,7.49,8.9,9.72,1020,90,2.84,0.0,80,True,False,False,False,False,False,False,False,23,335,False
0.0,1.423,0.0,None,9.06,7.61,8.43,9.72,1020,92,2.64,0.17,94,False,False,False,True,False,False,False,False,0,336,True
0.0,0.684,0.0,None,9.05,7.64,8.34,9.72,1019,93,2.58,0.33,100,False,False,False,True,False,False,False,False,1,336,True
0.0,0.421,0.0,None,9.05,7.43,8.34,9.72,1019,93,2.9,0.49,100,False,False,False,True,False,False,False,False,2,336,True
0.0,0.346,0.0,None,9.05,7.1,8.12,9.72,1018,93,3.48,0.27,69,False,False,False,True,False,False,False,False,3,336,True
0.0,0.349,0.0,None,8.43,6.25,7.57,8.48,1019,92,3.65,0.0,58,True,False,False,False,False,False,False,False,4,336,False
0.0,0.328,0.0,None,7.86,5.57,6.72,8.12,1018,92,3.63,0.0,6,False,False,False,False,False,False,False,True,5,336,False
0.0,0.337,0.0,None,7.88,5.59,6.77,8.12,1019,85,3.64,0.0,1,False,False,False,False,False,False,False,True,6,336,False
0.0,1.468,0.001,None,8.75,6.56,4.72,9.04,1020,76,3.81,0.0,0,False,False,False,False,False,False,False,True,7,336,False
0.408,0.0,0.233,None,7.72,5.34,4.72,7.93,1021,80,3.74,0.0,0,False,False,False,False,False,False,False,True,8,336,False
0.0,0.0,0.441,Medium,7.42,5.39,6.77,8.72,1022,89,3.04,0.0,0,False,False,False,False,False,False,False,True,9,336,False
0.0,0.0,0.429,High,9.09,7.76,8.12,9.72,1023,81,2.48,0.0,19,False,True,False,False,False,False,False,False,10,336,False
0.357,0.0,0.665,Medium,10.71,9.79,9.23,11.21,1023,75,3.3,0.0,19,False,True,False,False,False,False,False,False,11,336,False
0.305,0.0,0.815,Medium,11.28,10.27,10.34,11.72,1023,69,4.31,0.0,43,False,False,False,False,False,False,True,False,12,336,False
0.795,0.0,0.932,None,11.29,10.22,10.9,11.78,1022,67,4.4,0.0,26,False,False,False,False,False,False,True,False,13,336,False
0.647,0.0,0.608,Medium,11.88,10.85,10.9,12.72,1022,66,5.32,0.0,71,True,False,False,False,False,False,False,False,14,336,False
1.017,0.0,0.247,None,12.38,11.32,11.78,12.79,1022,63,4.64,0.0,72,True,False,False,False,False,False,False,False,15,336,False
0.333,0.0,0.019,None,11.28,10.19,11.26,12.23,1023,66,3.7,0.0,24,False,True,False,False,False,False,False,False,16,336,False
